Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
Tesouro Prefixado com Juros Semestrais;01/01/2027;06/06/2022;12,58;12,7;958,8;954,69;954,69
Tesouro IPCA+;15/08/2024;06/06/2022;5,7;5,82;3518,01;3507,85;3507,85
Tesouro IPCA+;15/05/2045;06/06/2022;5,73;5,85;1110,57;1081,68;1081,68
Tesouro IPCA+ com Juros Semestrais;15/08/2032;06/06/2022;5,64;5,76;4153,89;4116,15;4116,15
Tesouro IPCA+ com Juros Semestrais;15/08/2030;06/06/2022;5,52;5,64;4169,06;4136,69;4136,69
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/06/2022;5,7;5,82;4180,79;4126,05;4126,05
Tesouro IPCA+ com Juros Semestrais;15/08/2050;06/06/2022;5,83;5,95;4143,41;4077,07;4077,07
Tesouro Selic;01/03/2027;06/06/2022;0,17;0,18;11652,83;11641,71;11641,71
Tesouro IPCA+ com Juros Semestrais;15/08/2030;13/05/2022;5,6;5,72;4116,85;4081,93;4081,93
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/05/2022;5,72;5,84;4139,68;4082,53;4082,53
Tesouro IPCA+ com Juros Semestrais;15/08/2050;13/05/2022;5,83;5,95;4111,16;4042,37;4042,37
Tesouro Selic;01/03/2027;13/05/2022;0,17;0,18;11563,54;11552,44;11552,44
Tesouro Prefixado com Juros Semestrais;01/01/2023;18/05/2022;13,35;13,47;1018,12;1016,97;1016,97
Tesouro Prefixado;01/01/2025;18/05/2022;12,5;12,62;734,56;732,16;732,16
Tesouro Prefixado com Juros Semestrais;01/01/2029;18/05/2022;12,48;12,6;933,38;928,26;928,26
Tesouro IPCA+ com Juros Semestrais;15/08/2024;18/05/2022;5,47;5,59;4059,54;4048,4;4048,4
Tesouro IPCA+;15/08/2026;18/05/2022;5,43;5,55;3161,39;3145,05;3145,05
Tesouro Prefixado com Juros Semestrais;01/01/2033;18/05/2022;12,46;12,58;901;894,6;894,6
Tesouro IPCA+ com Juros Semestrais;15/05/2045;18/05/2022;5,73;5,85;4099,49;4038,21;4038,21
Tesouro IGPM+ com Juros Semestrais;01/01/2031;18/05/2022;5,5;5,62;9451,58;9384,13;9384,13
Tesouro IPCA+ com Juros Semestrais;15/05/2055;18/05/2022;5,76;5,88;4105,24;4034,3;4034,3
Tesouro IPCA+ com Juros Semestrais;15/08/2026;18/05/2022;5,43;5,55;4098,45;4079,48;4079,48
Tesouro Selic;01/03/2023;18/05/2022;0,04;0,05;11672,6;11666,1;11666,1
Tesouro Selic;01/09/2024;18/05/2022;0,12;0,13;11644,92;11636,65;11636,65
Tesouro Prefixado com Juros Semestrais;01/01/2031;18/05/2022;12,43;12,55;917,19;911,32;911,32
Tesouro IPCA+;15/05/2035;18/05/2022;5,63;5,75;1946,65;1917,54;1917,54
Tesouro Prefixado;01/01/2023;18/05/2022;13,34;13,46;924,95;923,87;923,87
Tesouro Prefixado;01/07/2024;18/05/2022;12,78;12,9;776,5;774,4;774,4
Tesouro Prefixado;01/01/2029;18/05/2022;12,39;12,51;462,63;459,17;459,17
Tesouro Prefixado com Juros Semestrais;01/01/2025;18/05/2022;12,59;12,71;983,38;980,53;980,53
Tesouro IPCA+ com Juros Semestrais;15/05/2035;18/05/2022;5,6;5,72;4105,86;4061,33;4061,33
Tesouro Prefixado;01/01/2026;18/05/2022;12,38;12,5;655,16;652,33;652,33
Tesouro Selic;01/03/2025;18/05/2022;0,13;0,14;11635,41;11626,58;11626,58
Tesouro Prefixado com Juros Semestrais;01/01/2027;18/05/2022;12,42;12,54;957,9;953,74;953,74
Tesouro IPCA+;15/08/2024;18/05/2022;5,48;5,6;3511,06;3500,87;3500,87
Tesouro IPCA+;15/05/2045;18/05/2022;5,63;5,75;1127,39;1098,03;1098,03
Tesouro IPCA+ com Juros Semestrais;15/08/2032;18/05/2022;5,57;5,69;4147,77;4109,97;4109,97
Tesouro IPCA+ com Juros Semestrais;15/08/2030;18/05/2022;5,49;5,61;4149,59;4117,29;4117,29
Tesouro IPCA+ com Juros Semestrais;15/08/2040;18/05/2022;5,61;5,73;4193,49;4138,3;4138,3
Tesouro IPCA+ com Juros Semestrais;15/08/2050;18/05/2022;5,75;5,87;4159,62;4092,57;4092,57
Tesouro Selic;01/03/2027;18/05/2022;0,17;0,18;11582,67;11571,56;11571,56
Tesouro Prefixado com Juros Semestrais;01/01/2023;06/04/2022;12,74;12,86;1007,9;1006,66;1006,66
Tesouro Prefixado;01/01/2025;06/04/2022;11,47;11,59;743,44;740,94;740,94
Tesouro Prefixado com Juros Semestrais;01/01/2029;06/04/2022;11,34;11,46;968;962,51;962,51
Tesouro IPCA+ com Juros Semestrais;15/08/2024;06/04/2022;5,29;5,41;3979,48;3967,03;3967,03
Tesouro IPCA+;15/08/2026;06/04/2022;5,14;5,26;3124,72;3107,35;3107,35
Tesouro Prefixado com Juros Semestrais;01/01/2033;06/04/2022;11,43;11,55;943,56;936,58;936,58
Tesouro IPCA+ com Juros Semestrais;15/05/2045;06/04/2022;5,57;5,69;4197,18;4133,98;4133,98
Tesouro IGPM+ com Juros Semestrais;01/01/2031;06/04/2022;5,32;5,44;9362,59;9291,24;9291,24
Tesouro IPCA+ com Juros Semestrais;15/05/2055;06/04/2022;5,58;5,7;4228,18;4154,39;4154,39
Tesouro IPCA+ com Juros Semestrais;15/08/2026;06/04/2022;5,16;5,28;4042,63;4022,34;4022,34
Tesouro Selic;01/03/2023;06/04/2022;0,01;0,02;11529,71;11523,59;11523,59
Tesouro Selic;01/09/2024;06/04/2022;0,04;0,05;11518,45;11510,59;11510,59
Tesouro Prefixado com Juros Semestrais;01/01/2031;06/04/2022;11,41;11,53;953,93;947,6;947,6
Tesouro IPCA+;15/05/2035;06/04/2022;5,46;5,58;1941,16;1911,35;1911,35
Tesouro Prefixado;01/01/2023;06/04/2022;12,74;12,86;915,73;914,57;914,57
Tesouro Prefixado;01/07/2024;06/04/2022;11,75;11,87;781,92;779,72;779,72
Tesouro Prefixado;01/01/2029;06/04/2022;11,37;11,49;485,47;481,77;481,77
Tesouro Prefixado com Juros Semestrais;01/01/2025;06/04/2022;11,5;11,62;993,35;990,36;990,36
Tesouro IPCA+ com Juros Semestrais;15/05/2035;06/04/2022;5,42;5,54;4188,38;4142,35;4142,35
Tesouro Prefixado;01/01/2026;06/04/2022;11,32;11,44;670,02;667,04;667,04
Tesouro Selic;01/03/2025;06/04/2022;0,06;0,07;11511,1;11502,66;11502,66
Tesouro Prefixado com Juros Semestrais;01/01/2027;06/04/2022;11,29;11,41;982,14;977,74;977,74
Tesouro IPCA+;15/08/2024;06/04/2022;5,28;5,4;3444,12;3432,81;3432,81
Tesouro IPCA+;15/05/2045;06/04/2022;5,46;5,58;1142,41;1112,19;1112,19
Tesouro IPCA+ com Juros Semestrais;15/08/2032;06/04/2022;5,39;5,51;4104,96;4065,84;4065,84
Tesouro IPCA+ com Juros Semestrais;15/08/2030;06/04/2022;5,31;5,43;4098,8;4065,24;4065,24
Tesouro IPCA+ com Juros Semestrais;15/08/2040;06/04/2022;5,48;5,6;4153,13;4096,6;4096,6
Tesouro IPCA+ com Juros Semestrais;15/08/2050;06/04/2022;5,58;5,7;4155,16;4085,8;4085,8
Tesouro Selic;01/03/2027;06/04/2022;0,17;0,18;11434,68;11423,99;11423,99
Tesouro Prefixado com Juros Semestrais;01/01/2023;19/05/2022;13,3;13,42;1018,9;1017,75;1017,75
Tesouro Prefixado;01/01/2025;19/05/2022;12,41;12,53;736,44;734,05;734,05
Tesouro Prefixado com Juros Semestrais;01/01/2029;19/05/2022;12,43;12,55;935,78;930,64;930,64
Tesouro IPCA+ com Juros Semestrais;15/08/2024;19/05/2022;5,48;5,6;4060,19;4049,07;4049,07
Tesouro IPCA+;15/08/2026;19/05/2022;5,4;5,52;3166,34;3149,98;3149,98
Tesouro Prefixado com Juros Semestrais;01/01/2033;19/05/2022;12,44;12,56;902,42;896,01;896,01
Tesouro IPCA+ com Juros Semestrais;15/05/2045;19/05/2022;5,72;5,84;4106,04;4044,65;4044,65
Tesouro IGPM+ com Juros Semestrais;01/01/2031;19/05/2022;5,5;5,62;9455,11;9387,67;9387,67
Tesouro IPCA+ com Juros Semestrais;15/05/2055;19/05/2022;5,75;5,87;4112,64;4041,53;4041,53
Tesouro IPCA+ com Juros Semestrais;15/08/2026;19/05/2022;5,4;5,52;4104,3;4085,32;4085,32
Tesouro Selic;01/03/2023;19/05/2022;0,04;0,05;11678,34;11671,86;11671,86
Tesouro Selic;01/09/2024;19/05/2022;0,12;0,13;11651,03;11642,77;11642,77
Tesouro Prefixado com Juros Semestrais;01/01/2031;19/05/2022;12,39;12,51;919,44;913,56;913,56
Tesouro IPCA+;15/05/2035;19/05/2022;5,62;5,74;1949,75;1920,6;1920,6
Tesouro Prefixado;01/01/2023;19/05/2022;13,28;13,4;925,71;924,64;924,64
Tesouro Prefixado;01/07/2024;19/05/2022;12,7;12,82;778,03;775,93;775,93
Tesouro Prefixado;01/01/2029;19/05/2022;12,33;12,45;464,48;461;461
Tesouro Prefixado com Juros Semestrais;01/01/2025;19/05/2022;12,5;12,62;985,63;982,78;982,78
Tesouro IPCA+ com Juros Semestrais;15/05/2035;19/05/2022;5,59;5,71;4110,96;4066,39;4066,39
Tesouro Prefixado;01/01/2026;19/05/2022;12,3;12,42;657,16;654,32;654,32
Tesouro Selic;01/03/2025;19/05/2022;0,12;0,14;11641,53;11632,68;11632,68
Tesouro Prefixado com Juros Semestrais;01/01/2027;19/05/2022;12,36;12,48;960,21;956,04;956,04
Tesouro IPCA+;15/08/2024;19/05/2022;5,49;5,61;3511,58;3501,41;3501,41
Tesouro IPCA+;15/05/2045;19/05/2022;5,62;5,74;1130,25;1100,82;1100,82
Tesouro IPCA+ com Juros Semestrais;15/08/2032;19/05/2022;5,57;5,69;4149,28;4111,48;4111,48
Tesouro IPCA+ com Juros Semestrais;15/08/2030;19/05/2022;5,49;5,61;4151,08;4118,79;4118,79
Tesouro IPCA+ com Juros Semestrais;15/08/2040;19/05/2022;5,6;5,72;4199,54;4144,27;4144,27
Tesouro IPCA+ com Juros Semestrais;15/08/2050;19/05/2022;5,74;5,86;4166,69;4099,5;4099,5
Tesouro Selic;01/03/2027;19/05/2022;0,17;0,18;11588,49;11577,38;11577,38
Tesouro Prefixado com Juros Semestrais;01/01/2023;28/03/2022;12,75;12,87;1004,48;1003,21;1003,21
Tesouro Prefixado;01/01/2025;28/03/2022;11,47;11,59;741,2;738,69;738,69
Tesouro Prefixado com Juros Semestrais;01/01/2029;28/03/2022;11,57;11,69;955,39;949,96;949,96
Tesouro IPCA+ com Juros Semestrais;15/08/2024;28/03/2022;4,9;5,02;3992,13;3979,53;3979,53
Tesouro IPCA+;15/08/2026;28/03/2022;4,91;5,03;3138,82;3121,26;3121,26
Tesouro IPCA+ com Juros Semestrais;15/05/2055;28/03/2022;5,49;5,61;4260,75;4185,71;4185,71
Tesouro Selic;01/03/2023;28/03/2022;0;0,01;11495,07;11488,93;11488,93
Tesouro IPCA+;15/05/2035;28/03/2022;5,37;5,49;1952,84;1922,78;1922,78
Tesouro Prefixado;01/01/2023;28/03/2022;12,74;12,86;912,68;911,5;911,5
Tesouro Prefixado;01/07/2024;28/03/2022;11,71;11,83;780,14;777,92;777,92
Tesouro Prefixado;01/01/2029;28/03/2022;11,6;11,72;477,34;473,69;473,69
Tesouro Prefixado;01/01/2026;28/03/2022;11,37;11,49;666,9;663,91;663,91
Tesouro Prefixado com Juros Semestrais;01/01/2027;28/03/2022;11,34;11,46;977,56;973,15;973,15
Tesouro IPCA+;15/05/2045;28/03/2022;5,37;5,49;1159,11;1128,39;1128,39
Tesouro IPCA+ com Juros Semestrais;15/08/2030;28/03/2022;5,22;5,34;4101,28;4067,54;4067,54
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/03/2022;5,38;5,5;4177,31;4120,1;4120,1
Tesouro IPCA+ com Juros Semestrais;15/08/2050;28/03/2022;5,49;5,61;4184,64;4114,23;4114,23
Tesouro Selic;01/03/2027;28/03/2022;0,17;0,18;11399,02;11388,33;11388,33
Tesouro Prefixado com Juros Semestrais;01/01/2033;28/03/2022;11,74;11,86;923,86;917,05;917,05
Tesouro IPCA+ com Juros Semestrais;15/05/2045;28/03/2022;5,48;5,6;4221,6;4157,59;4157,59
Tesouro IGPM+ com Juros Semestrais;01/01/2031;28/03/2022;5,21;5,33;9335,39;9264,37;9264,37
Tesouro IPCA+ com Juros Semestrais;15/08/2026;28/03/2022;4,91;5,03;4059,66;4039,13;4039,13
Tesouro Selic;01/09/2024;28/03/2022;0,03;0,04;11486,77;11478,9;11478,9
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/03/2022;11,69;11,81;937,33;931,12;931,12
Tesouro Prefixado com Juros Semestrais;01/01/2025;28/03/2022;11,45;11,57;991,43;988,42;988,42
Tesouro IPCA+ com Juros Semestrais;15/05/2035;28/03/2022;5,32;5,44;4203,42;4156,98;4156,98
Tesouro Selic;01/03/2025;28/03/2022;0,05;0,06;11479,13;11470,69;11470,69
Tesouro IPCA+;15/08/2024;28/03/2022;4,9;5,02;3456,06;3444,61;3444,61
Tesouro IPCA+ com Juros Semestrais;15/08/2032;28/03/2022;5,29;5,41;4114,63;4075,23;4075,23
Tesouro Prefixado;01/07/2024;20/07/2022;13,79;13,91;779,46;777,48;777,48
Tesouro Prefixado;01/01/2029;20/07/2022;13,59;13,71;441,02;437,81;437,81
Tesouro Prefixado;01/01/2026;20/07/2022;13,47;13,59;646,76;644,08;644,08
Tesouro Prefixado com Juros Semestrais;01/01/2027;20/07/2022;13,53;13,65;895,91;892,03;892,03
Tesouro IPCA+;15/05/2045;20/07/2022;6,26;6,38;1003,79;978,31;978,31
Tesouro IPCA+ com Juros Semestrais;15/08/2030;20/07/2022;6,28;6,4;4032,86;4004;4004
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/07/2022;6,29;6,41;3981,59;3932,79;3932,79
Tesouro IPCA+ com Juros Semestrais;15/08/2050;20/07/2022;6,31;6,43;3946,32;3887,31;3887,31
Tesouro Selic;01/03/2027;20/07/2022;0,17;0,18;11836,08;11824,74;11824,74
Tesouro Prefixado com Juros Semestrais;01/01/2033;20/07/2022;13,7;13,82;811,99;806,23;806,23
Tesouro IPCA+ com Juros Semestrais;15/05/2045;20/07/2022;6,31;6,43;3900,26;3845,85;3845,85
Tesouro IGPM+ com Juros Semestrais;01/01/2031;20/07/2022;6,31;6,43;8842,05;8779,62;8779,62
Tesouro IPCA+ com Juros Semestrais;15/08/2026;20/07/2022;6,43;6,55;4037,35;4020,92;4020,92
Tesouro Selic;01/09/2024;20/07/2022;0,08;0,09;11907,74;11899,32;11899,32
Tesouro Prefixado com Juros Semestrais;01/01/2031;20/07/2022;13,67;13,79;833,6;828,26;828,26
Tesouro Prefixado com Juros Semestrais;01/01/2025;20/07/2022;13,57;13,69;936,68;934,02;934,02
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
